frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,123.8,8,1048,970,,,,,,,,,,,,,,,,57,522,468,34.59610147673757,31.01719442741989,,,,,,,,,,,,,
1,123.8,,,,,,,,,,,,,,,,,,,72,1013,537,,,,,,,,,,,,,,,
2,231.7,,,,,,,,,,,,,,,,,,,71,1014,538,,,,,,,,,,,,,,,
3,254.8,,,,,,,,,,,,,,,,,,,70,521,468,34.52982542026873,31.01719442741989,,,,,,,,,,,,,
103,4213.5,15,831,192,55.075402925610966,12.725002842018418,0.26533636562589547,0.0,-7.885181742225697,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,879,647,58.256653636115566,42.88060853534331,-16.645111080535397,-7.2429395759813815,-42.03369931344364,-12.66515006972539
104,4249.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,643,64.088946605374,42.61550430946793,0.0,0.32211672530328483,0.0,-6.752971180362262,,,,,,,,,,12,870,643,57.660169127895955,42.61550430946793,-18.610461716113353,-8.018764410485236,-41.6950342203714,-14.959200010011584
105,4313.2,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,966,641,64.02267054890517,42.482952196530235,0.0,-0.2815518092598922,0.0,3.3498133165959736,,,,,,,,,,12,850,635,56.33464799851904,42.08529585771716,-21.273042175287408,-9.011811063054983,-33.041793338769835,-14.742366993560195
106,4381.1,15,830,192,55.009126869142115,12.725002842018418,-0.17488926381071873,0.0,2.631892608137234,0.0,13,967,642,64.088946605374,42.549228252999086,-0.2781385692563342,0.0,-3.319076005445508,0.0,,,,,,,,,,12,828,626,54.87657475620443,41.488811349497546,-23.66069662493365,-10.069861632921365,-41.684505273647574,-21.069003354379312
107,4445.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.11759393808794691,0.0,2.259249530988425,,,,,,,,,,12,803,615,53.219673344483276,40.75977472834025,-25.333575378995807,-10.3576608845758,-27.013332288391233,-8.94367657752601
108,4481.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,966,641,64.02267054890517,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,12,789,609,52.29180855391944,40.36211838952717,-26.904078360484824,-11.264225537133939,-33.95447299314461,-12.05613953920543
109,4514.0,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,966,642,64.02267054890517,42.549228252999086,-0.27791816359288113,-0.1753779589201997,3.322392870207781,-2.6392469363461273,,,,,,,,,,12,775,603,51.36394376335559,39.96446205071409,-27.88300958943864,-11.82883448916289,-21.856698104907736,-5.401619011934139
110,4549.2,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,761,598,50.43607897279175,39.63308176836986,-27.403277563639215,-11.236893586522227,-12.750398444431525,-7.9484022302825
111,4613.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,966,641,64.02267054890517,42.482952196530235,0.0929713729668013,0.09297137296682123,1.4097251397543828,1.4097251397546853,,,,,,,,,,12,731,585,48.44779727872637,38.77149303427487,-28.314034554665056,-11.77385859894423,12.575304013914376,4.3285722638408615
112,4681.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,966,641,64.02267054890517,42.482952196530235,0.15059000518857743,-0.06526700873591236,1.8002391534797046,3.955576287024993,,,,,,,,,,11,700,572,46.39323952819215,37.90990430017987,-28.688246474991505,-11.962217613260574,12.23043527701919,3.8070807680884933
113,4813.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,645,549,42.74805642240562,36.38555500139641,-28.159778623011604,-12.019274052758494,7.025834998556493,2.028005209955105
114,4860.9,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.08741889901970915,0.0874188990197279,-1.4545573880151186,-1.4545573880154306,,,,,,,,,,12,631,543,41.82019163184178,35.98789866258334,-29.531025760316556,-12.209988843505505,-22.401635912594276,-7.850011460944399
115,4881.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.13125728029861544,0.13125728029864359,-1.9932768458407837,-1.9932768458412111,,,,,,,,,,12,617,537,40.892326841277935,35.59024232377026,-28.20003174258986,-11.88060585373775,-7.355600205609711,-2.992185515738728
116,4913.6,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,603,531,39.96446205071409,35.192585984957184,-28.03748229117378,-11.83814387791482,-4.582351844953621,1.5909793024059622
117,4981.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,575,520,38.10873246958641,34.46354936379988,-29.886632165852834,-12.803082735542564,16.484724006832717,-2.0184393217020737
118,5013.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,560,513,37.11459162255372,33.99961696851796,-29.459426405540952,-12.378676308209352,-11.76960348385265,-4.571526776920402
119,5049.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,12,545,507,36.12045077552103,33.601960629704884,-29.97671239483939,-12.644054598901503,-24.01986207341828,-13.477568107519321
120,5083.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.15334525119575296,0.0,-2.9862755831694883,,,,,,,,,,12,530,500,35.12630992848834,33.13802823442296,-30.187617980934732,-13.17818204522205,-22.346180970452977,-5.286318413049341
121,5149.1,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.2537463308320404,0.0,-3.737059364242122,,,,,,,,,,12,498,487,33.00547612148527,32.27643950032797,-31.425292415610972,-13.112865508267317,-17.18276779847453,-6.241274402136565
122,5213.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.381691883652555,0.0,-4.657619080568074,,,,,,,,,,12,466,473,30.8846423144822,31.348574709764122,-31.220181681865814,-13.021021204928113,8.846350334230634,8.877609522691856
123,5249.3,15,830,192,55.009126869142115,12.725002842018418,0.41370260032432277,0.0,4.999427194251635,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.26296443297416294,0.0,8.017208322382974,,,,,,,,,,12,450,466,29.824225410980667,30.8846423144822,-32.744183404226355,-13.39914969639082,-8.548869462074224,2.6160144714327576
124,5281.4,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.16114565844563136,0.0,10.009047108424646,,,,,,,,,,12,433,460,28.697532451010286,30.486985975669125,-32.87104474121617,-13.741107238739653,-4.672898499412223,-3.2559550834619184
125,5318.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.2965649379954034,0.0,6.269871839226263,,,,,,,,,,12,417,453,27.63711554750875,30.023053580387202,-33.378391790983194,-13.691708689582136,-49.721541794787164,-21.580024004775556
126,5349.2,15,831,192,55.075402925610966,12.725002842018418,0.0006634239886796507,0.0,-13.268479773543822,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.33187793330524884,0.0,-6.637558666104976,,,,,,,,,,12,400,446,26.51042258753837,29.559121185105283,-33.48583664040484,-13.593063361751847,-6.29904317413174,-6.498169934115921
127,5381.5,15,830,192,55.009126869142115,12.725002842018418,0.08610609149368202,0.0,1.7204014284451887,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.37642580902896283,0.0,-5.7077453984679885,,,,,,,,,,12,383,439,25.383729627567988,29.09518878982336,-33.717644279852486,-14.190686668645883,-12.242177197617114,-5.726650908670518
128,5413.3,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,12,366,432,24.257036667597607,28.63125639454144,-35.638020640864504,-14.746634971257556,1.9492616704466958,-0.7228572145779467
129,5449.2,14,830,192,55.009126869142115,12.725002842018418,-0.496946062639847,0.0,3.3162900409732883,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.05532682751039859,0.0,-1.1065365502079716,,,,,,,,,,12,349,425,23.130343707627226,28.16732399925952,-34.362522078824455,-14.253418413653163,-11.234665594260736,-6.7089311039105
130,5613.5,15,831,192,55.075402925610966,12.725002842018418,-0.046039337145270164,0.0,-2.859586158091328,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.046039337145270164,0.0,2.859586158091328,,,,,,,,,,13,260,387,17.23177468189994,25.648833853443374,-36.2198339057008,-15.250144107094181,-9.328423025213217,-3.40660287105618
131,5681.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,13,223,372,14.779560592552642,24.654693006410685,-36.612090545159866,-15.395514704053847,-9.221153453166911,-4.121336385991598
132,5748.9,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.18248873419764128,0.0,2.6935606523637277,,,,,,,,,,13,186,356,12.327346503205343,23.59427610290915,-38.052701982280404,-16.09220127195718,-13.391159587293846,-5.561892107994844
133,5813.3,15,830,192,55.009126869142115,12.725002842018418,-0.13463778539166837,0.0,1.9727148042735292,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.13463778539166837,0.0,-1.9727148042735292,,,,,,,,,,14,148,340,9.808856357389196,22.533859199407615,-37.86814060020136,-15.847309900738024,-7.171143486303801,-2.571032700954236
134,5849.6,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,14,128,332,8.483335228012278,22.003650747656845,-37.811323113029474,-15.963352432717768,-5.021513623669252,-2.6225796313945824
135,5913.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.25649002059440507,0.0,-8.040439517065852,,,,,,,,,,14,89,315,5.898569025727287,20.876957787686468,-39.02488215453384,-16.110748385709044,1.5497445781168326,5.335983292503167
136,5949.8,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,14,69,307,4.573047896350369,20.346749335935698,,,,
137,5985.1,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.26502786655503446,0.0,3.911850428856597,,,,,,,,,,14,50,299,3.313802823442296,19.81654088418493,,,,
138,6013.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.17207843141406182,0.0,9.721945277630468,,,,,,,,,,14,30,291,1.9882816940653778,19.286332432434165,,,,
139,6081.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
140,6113.5,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.032048456134001806,0.0,-7.540813208000417,,,,,,,,,,,,,,,,,,
141,6149.3,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.010548450711895823,0.0,-7.03230047459722,,,,,,,,,,,,,,,,,,
142,6213.2,15,830,192,55.009126869142115,12.725002842018418,0.37175198461260156,0.0,5.632605827463658,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.37175198461260156,0.0,-5.632605827463658,,,,,,,,,,,,,,,,,,
143,6250.4,15,830,192,55.009126869142115,12.725002842018418,0.38906307510630683,0.0,5.68390175465753,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.20305126618580913,0.0,4.106193451684692,,,,,,,,,,,,,,,,,,
144,6288.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.1916973571675785,0.0,4.118095750109121,,,,,,,,,,,,,,,,,,
145,6314.2,15,831,192,55.075402925610966,12.725002842018418,0.16453643892287628,0.0,-9.735883959933465,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.3751296371316999,0.0,5.565721619164681,,,,,,,,,,,,,,,,,,
146,6349.3,15,831,192,55.075402925610966,12.725002842018418,0.18316613539835966,0.0,-9.847641688084144,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
147,6381.2,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
148,6449.0,15,830,192,55.009126869142115,12.725002842018418,-0.20987618560227264,0.0,4.180800510005446,0.0,12,967,641,64.088946605374,42.482952196530235,0.0,0.3783341299767421,0.0,5.613266023393793,,,,,,,,,,,,,,,,,,
149,6485.4,14,830,192,55.009126869142115,12.725002842018418,-0.20743801783657628,0.0,4.107683521516361,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,-0.37667071526028867,0.0,-5.535205220577372,,,,,,,,,,,,,,,,,,
150,6513.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
151,6549.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,0.3290708512399646,0.0,-6.594606237273827,,,,,,,,,,,,,,,,,,
152,6586.4,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,640,64.088946605374,42.41667614006139,0.0,-0.1331042105581384,0.0,10.358304323590248,,,,,,,,,,,,,,,,,,
153,6613.7,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
154,6649.2,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,642,64.088946605374,42.549228252999086,0.0,-0.10698859299970906,0.0,-2.1440599799540854,,,,,,,,,,,,,,,,,,
155,6713.1,15,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.3011383855253532,0.0,-3.5036461375841044,,,,,,,,,,,,,,,,,,
156,6813.2,14,830,192,55.009126869142115,12.725002842018418,0.0,0.0,0.0,0.0,13,967,641,64.088946605374,42.482952196530235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
157,6852.9,15,830,192,55.009126869142115,12.725002842018418,,,,,13,967,641,64.088946605374,42.482952196530235,,,,,,,,,,,,,,,,,,,,,,
158,6885.0,15,830,192,55.009126869142115,12.725002842018418,,,,,13,967,641,64.088946605374,42.482952196530235,,,,,,,,,,,,,,,,,,,,,,
159,6913.8,14,830,192,55.009126869142115,12.725002842018418,,,,,13,967,641,64.088946605374,42.482952196530235,,,,,,,,,,,,,,,,,,,,,,
