Time(Epoch),Time(seconds),Load Cell (lbf),Run Tank Pressure (psig),Combustion Chamber Pressure (psig),Supply Tank Pressure (psig)
3716132485.643,38.2720003128052,-84.449951,762.024227,-0.043864,870.739335
3716132485.672,38.3010001182556,-81.738893,761.498054,-0.096492,871.159992
3716132485.701,38.3300004005432,-86.483255,761.235021,-0.517504,870.511443
3716132485.733,38.3619999885559,-89.872067,761.585768,-0.535049,870.774354
3716132485.761,38.3900003433228,-85.127706,761.44549,-0.464875,870.756897
3716132485.791,38.4200000762939,-81.061139,761.480533,-0.061409,870.914644
3716132485.82,38.4490003585815,-87.838804,761.726098,-0.342085,869.827981
3716132485.852,38.4810004234314,-88.516558,761.568246,-0.412253,870.108348
3716132485.882,38.5110001564026,-91.90537,761.743619,0.254352,869.722816
3716132485.912,38.5410003662109,-82.416648,761.568246,-0.114038,870.196056
3716132485.942,38.5710000991821,-83.094442,761.375299,0.412232,870.248638
3716132485.973,38.6020002365112,-85.127706,761.568246,-0.061409,870.283658
3716132486.003,38.6319999694824,-87.838804,760.954414,-0.219289,871.037265
3716132486.037,38.6660003662109,-86.483255,761.498054,-0.429791,870.125911
3716132486.066,38.6950001716614,-88.516558,761.287638,-0.92097,869.89802
3716132486.096,38.7250003814697,-85.8055,761.691002,-0.429791,870.791917
3716132486.128,38.7569999694824,-82.416648,761.954088,-0.043864,871.002245
3716132486.158,38.7870001792908,-83.094442,761.392873,0.570112,870.844499
3716132486.189,38.8180003166199,-80.383384,761.112212,0.061388,871.07239
3716132486.221,38.8500003814697,-87.161009,761.042074,-0.149121,869.863
3716132486.251,38.8800001144409,-89.872067,761.287638,-0.956061,871.054828
3716132486.278,38.9070000648499,-83.094442,761.620863,-0.078947,870.651733
3716132486.309,38.938000202179,-81.738893,761.392873,-0.061409,870.283658
3716132486.339,38.9680004119873,-82.416648,761.620863,-0.32454,871.019808
3716132486.37,38.9990000724792,-87.838804,760.989456,-0.271911,870.809479
3716132486.398,39.0269999504089,-89.872067,761.655906,-0.114038,870.809479
3716132486.426,39.0550003051758,-84.449951,761.655906,-0.289456,870.090892
3716132486.456,39.085000038147,-82.416648,761.410394,0.166639,870.704315
3716132486.485,39.1140003204346,-85.127706,761.182404,-0.026325,869.950602
3716132486.512,39.1410002708435,-83.772197,761.30516,-0.043864,870.791917
3716132486.542,39.1710000038147,-81.738893,761.340256,0.42977,871.212574
3716132486.571,39.2000002861023,-86.483255,761.498054,-0.184205,870.967226
3716132486.6,39.2290000915527,-87.161009,761.112212,-0.48242,870.949663
3716132486.629,39.2580003738403,-86.483255,761.427916,-0.184205,870.564025
3716132486.657,39.28600025177,-81.738893,761.199925,0.1491,870.862062
3716132486.686,39.3150000572205,-87.838804,761.375299,0.078926,870.248638
3716132486.713,39.3420000076294,-87.161009,761.883897,-0.219289,870.529006
3716132486.743,39.3720002174377,-84.449951,761.848854,-0.271911,870.686752
3716132486.772,39.4010000228882,-82.416648,761.848854,-0.201744,871.352758
3716132486.801,39.4300003051758,-87.161009,761.44549,-0.359624,870.231075
3716132486.831,39.460000038147,-90.549861,761.655906,-0.026325,869.933145
3716132486.861,39.4900002479553,-85.8055,761.620863,0.131555,870.914644
3716132486.891,39.5199999809265,-85.127706,761.357777,0.008759,870.160931
3716132486.922,39.5510001182556,-81.061139,761.53315,-0.342085,870.581588
3716132486.951,39.5800004005432,-85.8055,761.340256,0.201723,870.406279
3716132486.985,39.6140003204346,-89.194313,761.480533,-0.728013,870.914644
3716132487.015,39.6440000534058,-90.549861,761.392873,-0.48242,869.775399
3716132487.048,39.6770000457764,-90.549861,761.848854,-0.096492,870.529006
3716132487.076,39.7050004005432,-83.772197,761.568246,-0.271911,871.159992
3716132487.105,39.7340002059937,-79.70559,761.498054,0.1491,871.475485
3716132487.133,39.7620000839233,-87.838804,761.340256,-0.429791,870.441404
3716132487.163,39.7920002937317,-89.872067,761.340256,0.11401,869.635109
3716132487.194,39.8229999542236,-84.449951,762.234696,-0.289456,870.038309
3716132487.226,39.8550000190735,-83.094442,761.866375,-0.096492,870.476424
3716132487.254,39.8830003738403,-86.483255,761.059648,-0.289456,870.423842
3716132487.286,39.914999961853,-87.838804,761.287638,0.131555,870.967226
3716132487.315,39.9440002441406,-87.838804,761.392873,-0.219289,870.756897
3716132487.343,39.9720001220703,-83.772197,761.954088,-0.271911,871.037265
3716132487.372,40.0010004043579,-81.061139,761.287638,-0.096492,871.142429
3716132487.402,40.0310001373291,-85.8055,761.270064,0.184184,870.178493
3716132487.431,40.0600004196167,-90.549861,761.322681,-0.377169,869.985727
3716132487.463,40.0920000076294,-86.483255,761.726098,0.131555,870.248638
3716132487.494,40.1230001449585,-84.449951,761.97161,-0.184205,870.30122
3716132487.522,40.1510000228882,-81.061139,761.392873,-0.026325,870.406279
3716132487.553,40.1820001602173,-84.449951,761.024552,-0.377169,870.30122
3716132487.582,40.2109999656677,-90.549861,761.392873,-0.552588,870.143474
3716132487.611,40.2400002479553,-83.094442,761.954088,-0.289456,870.476424
3716132487.643,40.2720003128052,-85.127706,762.164557,0.166639,870.283658
3716132487.672,40.3010001182556,-80.383384,762.11194,0.078926,870.564025
3716132487.703,40.3320002555847,-86.483255,761.217447,-0.114038,870.984683
3716132487.734,40.3630003929138,-87.161009,761.375299,-0.675384,870.756897
3716132487.763,40.3920001983643,-89.872067,761.340256,-0.517504,869.863
3716132487.795,40.4240002632141,-85.127706,761.655906,-0.16666,870.213513
3716132487.823,40.4520001411438,-83.094442,761.655906,0.078926,870.511443
3716132487.852,40.4810004234314,-85.8055,761.568246,-0.342085,870.178493
3716132487.883,40.5120000839233,-88.516558,761.182404,0.11401,870.476424
3716132487.912,40.5410003662109,-89.194313,761.655906,-0.184205,869.494925
3716132487.941,40.5700001716614,-83.094442,761.30516,0.27189,871.002245
3716132487.971,40.6000003814697,-81.738893,761.252543,-0.394708,871.019808
3716132488,40.6290001869202,-89.194313,761.007031,-0.587671,870.318677
3716132488.03,40.6590003967285,-89.194313,761.322681,0.008759,870.248638
3716132488.059,40.688000202179,-85.127706,761.708523,-0.254373,870.020747
3716132488.09,40.7190003395081,-81.738893,761.53315,0.464854,870.353802
3716132488.121,40.75,-81.738893,761.322681,0.201723,870.809479
3716132488.152,40.7810001373291,-87.161009,760.936839,-0.429791,870.897081
3716132488.182,40.8110003471375,-89.194313,762.041748,-0.289456,870.897081
3716132488.211,40.8400001525879,-83.772197,762.164557,-0.201744,870.231075
3716132488.243,40.8720002174377,-85.8055,761.901471,0.026304,870.073329
3716132488.274,40.9030003547669,-83.094442,761.322681,0.043843,870.967226
3716132488.302,40.9310002326965,-87.161009,761.673481,0.043843,871.002245
3716132488.331,40.960000038147,-89.872067,761.44549,-0.429791,870.967226
3716132488.362,40.9910001754761,-87.838804,761.883897,-0.429791,870.651733
3716132488.391,41.0199999809265,-84.449951,761.392873,0.008759,870.862062
3716132488.421,41.0500001907349,-85.8055,761.568246,-0.254373,870.809479
3716132488.452,41.081000328064,-85.8055,761.30516,-0.464875,871.054828
3716132488.483,41.1119999885559,-87.838804,761.638385,-0.675384,871.019808
3716132488.512,41.1410002708435,-87.838804,761.427916,0.061388,870.616608
3716132488.54,41.1690001487732,-81.738893,761.726098,0.535022,870.914644
3716132488.571,41.2000002861023,-85.8055,761.620863,-0.447336,871.40534
3716132488.602,41.2310004234314,-86.483255,761.550672,-0.254373,870.897081
3716132488.631,41.2600002288818,-89.872067,761.778715,-0.535049,870.897081
3716132488.661,41.289999961853,-84.449951,761.655906,0.11401,870.739335
3716132488.691,41.3200001716614,-83.094442,761.743619,-0.219289,871.07239
3716132488.721,41.3500003814697,-81.061139,761.568246,-0.254373,871.510505
3716132488.752,41.3810000419617,-87.838804,761.498054,-0.377169,871.142429
3716132488.783,41.4120001792908,-89.194313,761.936514,-0.710468,871.07239
3716132488.812,41.4409999847412,-89.872067,761.30516,-0.236827,870.458861
3716132488.84,41.4690003395081,-81.738893,761.97161,0.078926,871.159992
3716132488.871,41.5,-85.127706,761.550672,0.11401,871.282613
3716132488.901,41.5300002098084,-85.127706,761.410394,-0.026325,871.142429
3716132488.932,41.5610003471375,-89.872067,761.726098,-0.780635,870.739335
3716132488.962,41.5910000801086,-85.8055,761.322681,-0.289456,870.493986
3716132488.994,41.6230001449585,-83.094442,761.691002,-0.078947,870.914644
3716132489.023,41.6519999504089,-81.738893,761.427916,0.377148,871.370321
3716132489.054,41.683000087738,-87.161009,761.357777,-0.289456,870.371259
3716132489.085,41.7140002250671,-85.8055,761.585768,-0.131576,870.266095
3716132489.123,41.7520003318787,-86.483255,761.498054,-0.605217,870.055766
3716132489.155,41.7840003967285,-88.516558,761.708523,-0.307002,870.388822
3716132489.186,41.8150000572205,-90.549861,761.778715,0.184184,870.546569
3716132489.221,41.8500003814697,-87.161009,761.778715,-0.499959,870.721772
3716132489.256,41.8850002288818,-85.8055,761.726098,-0.394708,870.564025
3716132489.296,41.9250001907349,-88.516558,761.743619,-0.850803,870.809479
3716132489.347,41.9760003089905,-88.516558,761.392873,-0.412253,870.458861
3716132489.379,42.0080003738403,-84.449951,761.761141,0.219268,870.283658
3716132489.412,42.0410003662109,-84.449951,762.146983,-0.271911,870.090892
3716132489.446,42.0750002861023,-83.772197,761.375299,0.219268,870.511443
3716132489.479,42.1080002784729,-81.738893,761.761141,0.640279,871.124867
3716132489.507,42.1360001564026,-81.738893,761.813758,0.166639,870.862062
3716132489.558,42.1870002746582,-87.838804,761.691002,-0.622755,870.809479
3716132489.615,42.2439999580383,-85.8055,761.129787,-0.236827,871.159992
3716132489.655,42.2840003967285,-86.483255,761.392873,0.008759,870.949663
3716132489.691,42.3200001716614,-87.161009,761.357777,-0.043864,871.177449
3716132489.725,42.3540000915527,-83.094442,761.53315,-0.184205,870.739335
3716132489.757,42.3860001564026,-85.127706,761.44549,-0.307002,870.178493
3716132489.789,42.4180002212524,-87.838804,761.322681,-0.657839,870.213513
3716132489.822,42.4510002136231,-88.516558,761.515629,-0.149121,870.143474
3716132489.867,42.496000289917,-86.483255,761.620863,-0.149121,870.599151
3716132489.923,42.5520000457764,-87.161009,761.217447,-0.535049,870.581588
3716132489.984,42.6130003929138,-87.161009,760.743945,-0.149121,871.230031
3716132490.019,42.6480002403259,-88.516558,761.112212,-0.48242,871.10741
3716132490.056,42.6850004196167,-86.483255,761.726098,-0.447336,870.160931
3716132490.093,42.7220001220703,-83.772197,761.603289,-0.078947,870.441404
3716132490.126,42.7550001144409,-85.127706,761.53315,0.078926,870.283658
3716132490.16,42.7890000343323,-81.738893,761.392873,-0.078947,871.335195
3716132490.19,42.8190002441406,-81.738893,761.620863,-0.16666,871.475485
3716132490.246,42.875,-86.483255,761.603289,-0.131576,870.651733
3716132490.302,42.9310002326965,-81.738893,761.30516,0.11401,871.282613
3716132490.343,42.9720001220703,-80.383384,761.392873,-0.078947,871.300176
3716132490.377,43.0060000419617,-84.449951,762.041748,0.026304,870.879518
3716132490.409,43.0380001068115,-83.772197,761.620863,-0.131576,871.300176
3716132490.439,43.0680003166199,-82.416648,761.673481,0.570112,870.546569
3716132490.474,43.103000164032,-87.838804,761.620863,0.131555,870.844499
3716132490.504,43.1330003738403,-85.8055,761.322681,0.078926,871.124867
3716132490.535,43.1640000343323,-89.872067,761.515629,0.096471,870.529006
3716132490.572,43.2010002136231,-87.161009,761.30516,-0.798181,870.529006
3716132490.605,43.2340002059937,-86.483255,761.024552,-0.271911,870.441404
3716132490.634,43.2630000114441,-87.161009,761.340256,-0.271911,871.089847
3716132490.662,43.2910003662109,-92.583165,761.848854,-0.254373,870.63417
3716132490.69,43.3190002441406,-81.738893,762.041748,-0.043864,870.423842
3716132490.72,43.3489999771118,-85.127706,761.585768,-0.254373,870.406279
3716132490.75,43.3790001869202,-86.483255,761.357777,0.043843,870.423842
3716132490.779,43.4079999923706,-87.838804,761.463012,-0.043864,870.090892
3716132490.811,43.4400000572205,-85.8055,761.813758,-0.026325,871.037265
3716132490.84,43.4690003395081,-84.449951,761.53315,0.692902,871.40534
3716132490.876,43.5050001144409,-81.061139,761.44549,-0.552588,871.755853
3716132490.908,43.5370001792908,-85.8055,761.287638,-0.535049,871.212574
3716132490.941,43.5700001716614,-87.161009,761.340256,-0.131576,870.651733
3716132490.972,43.6010003089905,-87.161009,761.077169,-0.16666,870.248638
3716132491.004,43.6330003738403,-86.483255,761.603289,-0.307002,870.423842
3716132491.036,43.664999961853,-86.483255,761.357777,0.201723,870.371259
3716132491.063,43.6920003890991,-89.194313,761.30516,-0.271911,870.073329
3716132491.117,43.746000289917,-83.094442,762.129461,-0.271911,870.30122
3716132491.155,43.7840003967285,-84.449951,761.357777,-0.236827,870.423842
3716132491.189,43.8180003166199,-80.383384,761.638385,-0.289456,870.739335
3716132491.222,43.8510003089905,-82.416648,761.761141,-0.114038,870.651733
3716132491.255,43.8840003013611,-81.061139,762.076844,-0.114038,871.230031
3716132491.285,43.9140000343323,-85.8055,761.322681,-0.48242,870.33624
3716132491.315,43.9440002441406,-87.161009,761.568246,-0.763097,871.002245
3716132491.343,43.9720001220703,-85.127706,761.550672,0.026304,870.897081
3716132491.377,44.0060000419617,-81.738893,761.603289,-0.026325,870.423842
3716132491.41,44.0390000343323,-80.383384,762.041748,0.166639,870.862062
3716132491.441,44.0700001716614,-83.094442,761.53315,0.026304,870.809479
3716132491.472,44.1010003089905,-86.483255,761.357777,-0.412253,870.721772
3716132491.51,44.139000415802,-81.061139,761.322681,-0.00878,870.844499
3716132491.537,44.1660003662109,-86.483255,761.796236,-0.412253,870.423842
3716132491.588,44.2170000076294,-86.483255,761.129787,-0.552588,870.353802
3716132491.628,44.2569999694824,-83.772197,761.883897,0.324519,870.476424
3716132491.661,44.289999961853,-81.061139,761.883897,0.359603,870.686752
3716132491.695,44.3240003585815,-82.416648,761.708523,-0.043864,870.879518
3716132491.726,44.3550000190735,-81.738893,761.498054,0.640279,871.212574
3716132491.757,44.3860001564026,-84.449951,761.691002,0.58765,871.177449
3716132491.785,44.4140000343323,-85.8055,761.112212,-0.307002,871.230031
3716132491.817,44.4460000991821,-86.483255,761.042074,0.131555,871.089847
3716132491.847,44.4760003089905,-87.838804,761.550672,-0.587671,870.791917
3716132491.88,44.5090003013611,-88.516558,761.147308,-0.201744,870.791917
3716132491.911,44.539999961853,-85.127706,761.97161,0.254352,871.230031
3716132491.94,44.5690002441406,-83.094442,761.620863,0.710447,871.002245
3716132491.977,44.6060004234314,-81.738893,761.620863,-0.078947,871.633232
3716132492.008,44.6370000839233,-85.8055,761.480533,0.061388,871.282613
3716132492.04,44.6690001487732,-83.772197,761.217447,0.026304,871.019808
3716132492.079,44.7080001831055,-82.416648,761.515629,0.254352,870.581588
3716132492.113,44.7420001029968,-81.738893,761.585768,-0.307002,870.406279
3716132492.157,44.78600025177,-82.416648,762.357452,-0.254373,870.546569
3716132492.192,44.8210000991821,-81.738893,761.252543,0.184184,870.441404
3716132492.224,44.853000164032,-87.161009,761.059648,-0.078947,870.441404
3716132492.255,44.8840003013611,-87.161009,761.077169,-0.236827,871.528067
3716132492.287,44.9160003662109,-86.483255,760.866701,-0.587671,870.511443
3716132492.317,44.9460000991821,-89.872067,761.708523,-0.359624,870.318677
3716132492.35,44.9790000915527,-83.772197,761.691002,-0.429791,870.213513
3716132492.378,45.0069999694824,-85.127706,761.761141,0.166639,870.476424
3716132492.407,45.03600025177,-84.449951,761.918992,-0.149121,870.441404
3716132492.436,45.0650000572205,-82.416648,761.743619,-0.499959,870.862062
3716132492.465,45.0940003395081,-86.483255,761.691002,-0.499959,870.63417
3716132492.493,45.1220002174378,-86.483255,761.866375,-0.394708,870.388822
3716132492.524,45.1530003547668,-85.127706,761.743619,0.342064,870.33624
3716132492.556,45.1850004196167,-84.449951,761.410394,0.008759,870.862062
3716132492.591,45.2200002670288,-83.772197,761.848854,-0.447336,871.510505
3716132492.623,45.2520003318787,-87.161009,761.638385,-0.32454,870.581588
3716132492.653,45.2820000648499,-86.483255,761.077169,-0.657839,870.616608
3716132492.687,45.3159999847412,-85.8055,761.340256,-0.48242,870.932101
3716132492.716,45.3450002670288,-87.838804,761.322681,-0.763097,870.791917
3716132492.768,45.3970003128052,-85.127706,761.848854,0.008759,870.266095
3716132492.834,45.4630002975464,-87.838804,761.199925,-0.48242,870.213513
3716132492.868,45.4970002174377,-85.127706,761.357777,0.184184,870.616608
3716132492.907,45.53600025177,-86.483255,761.270064,-0.464875,870.266095
3716132492.94,45.5690002441406,-82.416648,761.620863,-0.043864,871.07239
3716132492.976,45.6050000190735,-79.70559,761.936514,0.026304,870.599151
3716132493.01,45.639000415802,-80.383384,761.866375,-0.078947,870.30122
3716132493.042,45.6710000038147,-80.383384,761.427916,-0.236827,870.949663
3716132493.093,45.7220001220703,-84.449951,761.97161,-0.131576,870.774354
3716132493.131,45.7600002288818,-81.738893,762.041748,0.447315,870.529006
3716132493.173,45.8020000457764,-87.161009,761.392873,-0.429791,870.476424
3716132493.212,45.8410000801086,-85.8055,761.340256,-0.00878,870.511443
3716132493.255,45.8840003013611,-90.549861,761.515629,0.096471,870.055766
3716132493.29,45.9190001487732,-80.383384,761.44549,-0.271911,871.633232
3716132493.325,45.9539999961853,-87.161009,761.042074,0.131555,870.546569
3716132493.357,45.9860000610352,-85.8055,761.252543,-0.131576,870.371259
3716132493.391,46.0199999809265,-81.061139,762.146983,-0.447336,870.949663
3716132493.425,46.054000377655,-82.416648,761.831279,0.078926,871.370321
3716132493.459,46.0880002975464,-81.061139,761.691002,0.008759,871.492942
3716132493.485,46.1140003204346,-86.483255,761.094691,-0.201744,870.651733
3716132493.515,46.1440000534058,-88.516558,761.077169,-0.535049,870.33624
3716132493.545,46.1740002632141,-89.872067,761.375299,-0.096492,870.213513
3716132493.573,46.2020001411438,-82.416648,761.603289,-0.078947,870.546569
3716132493.602,46.2310004234314,-81.738893,761.44549,0.131555,870.914644
3716132493.631,46.2600002288818,-87.838804,761.182404,-0.605217,871.282613
3716132493.661,46.289999961853,-86.483255,761.691002,-0.412253,870.967226
3716132493.691,46.3200001716614,-85.8055,762.076844,-0.271911,870.318677
3716132493.721,46.3500003814697,-79.70559,761.585768,0.324519,870.581588
3716132493.753,46.3819999694824,-88.516558,761.848854,-0.359624,870.529006
3716132493.788,46.4170002937317,-87.838804,761.620863,-0.219289,870.353802
3716132493.823,46.4520001411438,-83.772197,761.515629,-0.061409,870.458861
3716132493.854,46.4830002784729,-85.127706,761.375299,-0.271911,870.686752
3716132493.887,46.5160002708435,-85.8055,760.989456,-0.026325,870.458861
3716132493.936,46.5650000572205,-86.483255,761.129787,0.061388,870.66919
3716132493.982,46.6110000610352,-83.094442,761.708523,-0.464875,870.826936
3716132494.026,46.6550002098083,-79.027835,761.498054,-0.219289,870.932101
3716132494.057,46.6860003471375,-81.738893,761.778715,0.499938,870.581588
3716132494.088,46.7170000076294,-79.70559,761.375299,-0.16666,870.914644
3716132494.118,46.7470002174377,-85.127706,761.53315,-0.32454,870.651733
3716132494.15,46.7790002822876,-85.8055,761.498054,0.026304,870.529006
3716132494.181,46.8100004196167,-87.161009,761.568246,-0.447336,870.283658
3716132494.212,46.8410000801086,-89.872067,761.480533,-0.254373,870.003184
3716132494.243,46.8720002174377,-84.449951,762.076844,-0.307002,870.441404
3716132494.274,46.9030003547668,-82.416648,761.410394,-0.061409,870.581588
3716132494.303,46.9320001602173,-83.772197,761.97161,-0.412253,871.002245
3716132494.335,46.9640002250671,-87.161009,761.691002,-0.499959,870.599151
3716132494.365,46.9939999580383,-87.161009,761.059648,-0.552588,871.44036
3716132494.394,47.0230002403259,-87.838804,761.796236,-0.184205,870.196056
3716132494.423,47.0520000457764,-83.094442,761.603289,0.306974,870.546569
3716132494.452,47.081000328064,-81.061139,761.585768,-0.219289,870.897081
3716132494.481,47.1100001335144,-87.161009,761.059648,-0.429791,870.511443
3716132494.51,47.139000415802,-88.516558,761.726098,0.043843,870.090892
3716132494.542,47.1710000038147,-87.161009,762.129461,0.061388,870.388822
3716132494.573,47.2020001411438,-82.416648,761.655906,0.570112,870.756897
3716132494.602,47.2310004234314,-86.483255,761.357777,-0.236827,870.406279
3716132494.632,47.2610001564026,-86.483255,761.392873,-0.447336,870.66919
3716132494.662,47.2910003662109,-87.838804,761.252543,0.061388,870.003184
3716132494.693,47.3220000267029,-85.127706,761.463012,-0.201744,870.581588
3716132494.725,47.3540000915527,-85.127706,761.743619,-0.412253,870.476424
3716132494.754,47.3830003738403,-81.738893,761.673481,0.201723,870.704315
3716132494.783,47.4120001792908,-87.161009,761.568246,-0.271911,870.63417
3716132494.81,47.4390001296997,-88.516558,761.761141,-0.429791,870.196056
3716132494.843,47.4720001220703,-85.8055,761.936514,-0.359624,870.231075
3716132494.873,47.5020003318787,-85.8055,762.1996,0.078926,870.283658
3716132494.903,47.5320000648499,-81.061139,761.53315,-0.149121,870.862062
3716132494.934,47.563000202179,-85.8055,761.182404,-0.271911,870.564025
3716132494.965,47.5940003395081,-88.516558,761.340256,-0.377169,870.423842
3716132494.996,47.625,-88.516558,761.691002,-0.833264,870.371259
3716132495.026,47.6550002098084,-86.483255,761.585768,-0.745552,870.529006
3716132495.058,47.6870002746582,-85.8055,762.041748,-0.043864,870.476424
3716132495.091,47.7200002670288,-84.449951,761.655906,-0.114038,870.441404
3716132495.125,47.7540001869202,-84.449951,761.691002,-0.149121,870.476424
3716132495.155,47.7840003967285,-82.416648,761.638385,-0.114038,870.599151
3716132495.185,47.8140001296997,-85.127706,761.918992,-0.48242,870.66919
3716132495.215,47.8440003395081,-87.838804,761.322681,-0.833264,870.599151
3716132495.246,47.875,-90.549861,761.410394,-0.394708,870.388822
3716132495.277,47.9060001373291,-85.127706,762.146983,-0.254373,870.406279
3716132495.307,47.9360003471375,-81.738893,761.831279,0.078926,870.511443
3716132495.338,47.9670000076294,-81.738893,761.954088,0.42977,870.914644
3716132495.365,47.9939999580383,-86.483255,761.568246,-0.657839,870.564025
3716132495.396,48.0250000953674,-93.260919,761.498054,-0.131576,870.529006
3716132495.425,48.054000377655,-83.772197,762.146983,-0.219289,871.212574
3716132495.454,48.0830001831055,-81.061139,761.726098,0.043843,870.564025
3716132495.483,48.1119999885559,-87.838804,761.726098,-0.394708,870.581588
3716132495.511,48.1400003433228,-86.483255,761.585768,-0.48242,870.33624
3716132495.539,48.1680002212524,-83.094442,762.129461,0.131555,870.283658
3716132495.568,48.1970000267029,-81.061139,761.603289,0.078926,871.002245
3716132495.598,48.2270002365112,-87.838804,761.059648,-0.552588,871.230031
3716132495.627,48.2560000419617,-85.127706,761.585768,-0.131576,870.388822
3716132495.657,48.28600025177,-83.094442,761.655906,0.394687,870.511443
3716132495.687,48.3159999847412,-81.738893,761.53315,-0.043864,870.862062
3716132495.715,48.3440003395081,-86.483255,760.884222,-0.535049,871.177449
3716132495.744,48.3730001449585,-91.227616,761.322681,-0.271911,870.774354
3716132495.774,48.4030003547669,-83.772197,762.1996,-0.219289,871.335195
3716132495.802,48.4310002326965,-81.061139,761.761141,-0.32454,871.089847
3716132495.832,48.4609999656677,-86.483255,761.322681,-0.078947,870.791917
3716132495.862,48.4910001754761,-90.549861,761.585768,-0.850803,870.388822
3716132495.892,48.5210003852844,-83.772197,762.129461,-0.429791,870.616608
3716132495.927,48.5560002326965,-84.449951,761.550672,-0.32454,870.581588
3716132495.956,48.585000038147,-83.772197,761.989131,-0.307002,870.564025
3716132495.985,48.6140003204346,-82.416648,762.006705,-0.078947,870.914644
3716132496.016,48.6449999809265,-86.483255,761.042074,-0.026325,870.739335
3716132496.045,48.6740002632141,-92.583165,761.585768,-0.32454,870.616608
3716132496.075,48.7039999961853,-83.772197,761.673481,0.236806,870.458861
3716132496.107,48.7360000610352,-83.772197,761.936514,0.236806,870.686752
3716132496.138,48.7670001983643,-81.738893,761.603289,0.061388,871.212574
3716132496.167,48.7960000038147,-85.127706,761.357777,-0.499959,870.616608
3716132496.196,48.8250002861023,-91.227616,761.585768,-0.16666,869.968165
3716132496.228,48.8570003509521,-87.161009,761.515629,-0.429791,870.476424
3716132496.256,48.8850002288818,-83.772197,762.024227,0.359603,870.704315
3716132496.286,48.914999961853,-82.416648,761.498054,0.131555,871.265156
3716132496.316,48.9450001716614,-85.8055,761.392873,0.254352,871.563087
3716132496.346,48.9750003814697,-87.838804,761.340256,-0.464875,870.511443
3716132496.378,49.0069999694824,-85.127706,761.883897,-0.32454,870.63417
3716132496.407,49.03600025177,-84.449951,761.761141,-0.096492,871.40534
3716132496.438,49.0670003890991,-81.738893,761.44549,0.008759,871.773415
3716132496.466,49.0950002670288,-84.449951,761.270064,-0.078947,870.599151
3716132496.496,49.125,-90.549861,761.883897,-0.464875,870.564025
3716132496.524,49.1530003547669,-84.449951,761.585768,0.11401,871.352758
3716132496.552,49.1810002326965,-85.8055,761.743619,-0.377169,871.510505
3716132496.581,49.210000038147,-87.838804,761.44549,0.061388,871.510505
3716132496.612,49.2410001754761,-89.194313,761.655906,-0.710468,871.44036
3716132496.641,49.2699999809265,-85.127706,761.936514,0.11401,871.247594
3716132496.673,49.3020000457764,-84.449951,761.708523,-0.289456,871.492942
3716132496.701,49.3300004005432,-81.738893,761.480533,-0.219289,871.84356
3716132496.73,49.3590002059937,-86.483255,761.813758,-0.359624,871.685814
3716132496.76,49.389000415802,-87.838804,761.515629,-0.254373,870.774354
3716132496.79,49.4190001487732,-85.127706,761.743619,0.078926,871.387778
3716132496.824,49.4530000686646,-85.8055,761.918992,-0.219289,871.212574
3716132496.854,49.4830002784729,-78.350081,761.761141,-0.289456,871.563087
3716132496.884,49.5130000114441,-85.127706,761.498054,-0.622755,871.195012
3716132496.914,49.5430002212524,-87.161009,762.164557,-0.657839,871.195012
3716132496.943,49.5720000267029,-84.449951,761.655906,-0.359624,870.493986
3716132496.972,49.6010003089905,-83.772197,762.11194,0.254352,870.844499
3716132497.003,49.6319999694824,-81.738893,761.53315,-0.061409,871.247594
3716132497.033,49.6620001792908,-86.483255,761.392873,-0.342085,870.616608
3716132497.067,49.6960000991821,-87.838804,761.322681,0.184184,870.791917
3716132497.098,49.7270002365112,-86.483255,761.480533,-0.271911,870.809479
3716132497.128,49.7569999694824,-91.90537,761.901471,-0.16666,870.125911
3716132497.158,49.7870001792908,-85.127706,762.269739,-0.114038,871.387778
3716132497.186,49.8150000572205,-79.70559,761.673481,-0.061409,871.510505
3716132497.217,49.8460001945496,-84.449951,761.53315,-0.342085,871.475485
3716132497.247,49.8760004043579,-87.161009,761.042074,-0.552588,871.44036
3716132497.277,49.9060001373291,-90.549861,761.989131,-0.131576,870.441404
3716132497.308,49.9370002746582,-85.127706,761.883897,0.096471,870.739335
3716132497.338,49.9670000076294,-81.738893,761.848854,-0.254373,871.615669
3716132497.366,49.9950003623962,-85.127706,761.199925,0.166639,871.545524
3716132497.396,50.0250000953674,-87.161009,761.936514,-0.622755,871.300176
3716132497.425,50.054000377655,-84.449951,761.989131,-0.307002,871.738396
3716132497.454,50.0830001831055,-81.061139,761.901471,-0.026325,870.967226
3716132497.484,50.1130003929138,-86.483255,761.831279,-0.377169,870.616608
3716132497.512,50.1410002708435,-90.549861,761.515629,-0.587671,870.476424
3716132497.544,50.1730003356934,-89.872067,761.620863,-0.394708,870.476424
3716132497.574,50.2030000686646,-83.772197,762.445165,-0.377169,870.441404
3716132497.604,50.2330002784729,-80.383384,761.44549,0.096471,871.037265
3716132497.633,50.2620000839233,-86.483255,761.515629,-0.394708,870.791917
3716132497.663,50.2920002937317,-89.194313,761.30516,-0.517504,870.791917
3716132497.693,50.3220000267029,-90.549861,761.550672,-0.429791,870.371259
3716132497.724,50.353000164032,-85.8055,762.480208,-0.219289,870.63417
3716132497.755,50.3840003013611,-81.061139,761.568246,0.254352,871.563087
