frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,125.1,,,,,,,,,,,,,,,,,,,40,35,282,2.3196619764096074,18.68984792421455,,,,,,,,,,,,,
1,125.1,,,,,,,,,,,,,,,,,,,64,56,286,,,,,,,,,,,,,,,
2,226.9,,,,,,,,,,,,,,,,,,,32,42,738,,,,,,,,,,,,,,,
3,248.9,,,,,,,,,,,,,,,,,,,40,151,11,10.007684526795735,0.7290366211573052,,,,,,,,,,,,,
66,2910.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,613,61.63673251602671,40.62722261540255,0.0,0.39534234289222886,0.0,4.1440497158514615,,,,,,,,,,12,904,682,59.91355504783672,45.20027051175292,1.8333236587743944,-3.304452363541817,0.3669743088285581,27.05387759736753
67,2942.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,907,679,60.112383217243256,45.00144234234638,0.9154396977180165,-3.3050183643634172,-20.669828433800713,63.05009823619252
68,2979.2,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,908,678,60.1786592737121,44.935166285877536,1.5971043481655662,-3.028127231532342,-54.95218351101277,76.71679010214244
69,3018.0,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.33431850895550946,0.0,-5.2814930324725085,,,,,,,,,,12,907,679,60.112383217243256,45.00144234234638,0.28248916530450463,-0.28248916530450463,-29.273488632591594,29.273488632591594
70,3078.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,906,681,60.046107160774405,45.133994455284075,-2.0646377619808662,0.7897334711482132,-23.219383049246247,-2.7444747382302395
71,3110.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,904,682,59.91355504783672,45.20027051175292,-1.9957910553338447,0.49849409815983015,0.3073864996148786,-23.079963795037152
72,3144.6,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,13,904,682,59.91355504783672,45.20027051175292,-2.2045734693689574,-0.45214436849867967,-10.016600382786983,-31.953665618281565
73,3180.7,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,-0.3449060081541883,0.0,-6.762862904984086,,,,,,,,,,13,901,682,59.71472687843018,45.20027051175292,-1.9368308939254766,-1.4061450636167279,25.72540006994016,-40.31196711990586
74,3211.1,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,-0.323267052086767,0.0,-6.4395827108917665,0.0,,,,,,,,,,13,901,681,59.71472687843018,45.133994455284075,-0.9970359730999686,-1.9486805848005138,19.58813306679699,-25.668535865527428
75,3242.9,15,778,190,51.56277193276213,12.592450729080726,0.0,0.0,0.0,0.0,14,930,614,61.63673251602671,40.693498671871396,0.0,0.0,0.0,0.0,,,,,,,,,,12,900,679,59.64845082196133,45.00144234234638,-0.704587037786408,-2.332691970693898,40.53514426035659,-6.307730153747226
